d2000,w80,m200,s300,p3,119,217,433,-9,38,354,560,-266,712,404,74,507,293,499,147,124,575,145,750,661,142,716,206,610,-66,166,378,462,402,-204,1886,291,-169,828,146,7,614,458,221,256,315,401,336,217,327,344,894,160,785,312,67,747,284,538,314,71,1323,8,642,404
d2000,w80,m150,s150,p3,13917,349,247,387,844,745,321,392,361,292,514,456,580,622,650,896,598,345,418,297,517,645,591,472,485,300,518,346,595,509,228,435,605,759,548,683,739,448,400,430,598,1053,264,624,798,256,600,1001,326,258,616,802,9110,807,251,179,1044,312,237,609
d2000,w80,m300,s300,p3,7052,-57,-286,-32,88,-91,420,200,-126,20,320,405,443,637,319,477,440,384,289,451,141,-29,380,-506,435,417,-90,380,302,205,188,209,432,205,298,206,298,89,654,147,-23,296,320,173,310,378,428,-28,174,251,259,373,131,280,380,740,568,320,351,234
d2000,w80,m200,s150,p3,7134,520,253,591,-37,638,279,295,640,257,426,453,321,276,303,74,692,847,251,381,232,469,1007,-80,185,231,775,374,236,399,731,293,253,268,88,654,76,278,544,168,966,533,355,566,288,423,339,127,942,124,91,481,-37,31,964,494,172,521,510,372
d2000,w80,m150,s300,p3,9281,165,272,251,842,153,304,169,8,528,202,73,1322,301,204,380,1885,471,1072,362,821,230,352,393,429,587,256,1232,356,421,498,516,404,628,249,818,269,530,542,488,644,409,463,718,559,561,940,1068,459,574,613,326,324,795,1007,265,220,465,462,994
d2000,w80,m50,s300,p3,-4328,1432,1384,1040,1076,1315,-4421,1151,1338,1191,-2658,1307,-6609,1061,1652,1227,1401,1333,-8437,1507,1245,1126,-8913,1121,1011,1062,911,1540,1368,1005,1217,1033,-1050,1039,1116,1248,1108,1156,1281,1518,1808,1133,1804,1696,1466,1242,990,953,-4319,999,739,1195,563,-1456,-16718,1342,-5000,1819,979,3090
d2000,w80,m300,s150,p3,10156,-148,209,420,612,429,197,230,279,-176,225,141,286,140,481,469,287,125,292,430,325,213,93,328,153,43,463,157,721,69,551,163,528,447,125,-15,174,-152,61,179,487,-574,232,86,-114,414,464,387,322,718,11,494,482,162,235,-36,363,179,260,388
d2000,w80,m250,s300,p3,-7653,242,0,222,396,474,-291,856,345,410,-215,86,329,302,342,285,11230,208,662,40,291,126,232,534,445,101,245,381,-111,531,391,165,447,397,1139,297,349,112,-4636,486,67,368,425,810,-28,378,-183,595,283,222,-358,43,551,442,341,159,368,117,253,447
d2000,w80,m100,s300,p3,4919,811,759,714,604,724,961,1073,795,793,601,1133,588,632,-5069,1016,585,630,662,650,1704,675,612,742,640,17106,772,730,556,1406,757,745,705,1062,867,756,775,793,1541,1747,549,705,832,1180,652,721,854,1075,635,775,772,564,1033,905,844,810,914,1059,679,699
d2000,w80,m100,s150,p3,14486,1019,779,495,1826,698,867,478,1256,678,881,608,644,921,832,1060,1554,971,716,640,659,753,672,1084,1374,621,693,1243,1026,505,-1355,854,811,674,1295,636,703,649,796,750,716,728,587,915,1091,889,918,894,935,853,906,15002,1043,632,716,774,760,1131,1070,755
d2000,w80,m250,s150,p3,-83,195,422,139,195,72,296,1325,-166,-477,182,291,71,410,156,208,327,296,260,37,447,246,0,423,21,94,32,565,178,694,151,2825,-79,64,308,8,116,299,261,549,312,322,558,841,350,-133,116,537,101,266,680,39,201,379,246,224,622,479,358,294
d2000,w80,m50,s150,p3,-16949,-8769,1043,1549,-4356,-2041,-5234,1368,1153,1160,1119,1161,1229,1168,-2997,-2078,1246,1446,2225,-6130,1319,1203,1039,1393,1034,-7585,-6745,1746,1122,632,2159,1132,1423,2117,2140,1738,1243,576,-3732,3107,1593,1875,1342,-8508,1708,1545,1371,1772,1319,1559,1521,1450,1410,2105,1337,1434,1356,1785,-3972,-3256
